"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"3455",0,1468598987,"Tue Apr 07 02:38:48 PDT 2009","NO_QUERY","RockChick182","My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable","My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable","My best friend Amy is coming round today to i ve got to clean the house  and i ve got to find my amp cable"," friend Amy is coming round ve got clean house ve got find amp cable"
"3456",0,1468599110,"Tue Apr 07 02:38:50 PDT 2009","NO_QUERY","Aashrey","where is my phone &amp; good foods? aaaaaaaaah  ","where is my phone amp good foods aaaaaaaaah  ","where is my phone amp good foods aaaaaaaaah  "," is phone amp good foods aaaaaaaaah"
"3457",0,1468599213,"Tue Apr 07 02:38:53 PDT 2009","NO_QUERY","PhantomV48","The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. ","The Muppet Whatnot Workshop site is temporarily down apparently totally sold out quotWorking hard to get it back ASAPquot  Hurry up y'all ","The Muppet Whatnot Workshop site is temporarily down apparently totally sold out quotWorking hard to get it back ASAPquot  Hurry up y all "," Muppet Whatnot Workshop site is sold quotWorking hard get back ASAPquot Hurry y"
"3458",0,1468599415,"Tue Apr 07 02:38:58 PDT 2009","NO_QUERY","ednaiscool51","ednaiscool51 is up again yay! but all my videos are gone ","ednaiscool51 is up again yay but all my videos are gone ","ednaiscool51 is up again yay but all my videos are gone "," ednaiscool51 is videos are gone"
"3459",0,1468599754,"Tue Apr 07 02:39:06 PDT 2009","NO_QUERY","achmadsirman","@James_yeah gah, poor illazilla and shame about the mutt  but best of luck  this time around!","Jamesyeah gah poor illazilla and shame about the mutt  but best of luck  this time around","Jamesyeah gah poor illazilla and shame about the mutt  but best of luck  this time around"," Jamesyeah gah poor illazilla shame mutt luck time"
"3460",0,1468599846,"Tue Apr 07 02:39:07 PDT 2009","NO_QUERY","DanielMiller89","@iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs","iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs","iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs"," iB3nji Yeh know wasnt showbags list paper other day heard are broadcasting show Thurs"
"3461",0,1468599980,"Tue Apr 07 02:39:11 PDT 2009","NO_QUERY","Meryl_F","@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!","alexfoster  re cat Prob have amazing effect on vet bills too  Watch for changes in character of remaining catpuss","alexfoster  re cat Prob have amazing effect on vet bills too  Watch for changes in character of remaining catpuss"," alexfoster cat Prob have amazing effect vet bills Watch changes character remaining catpuss"
"3462",0,1468600060,"Tue Apr 07 02:39:12 PDT 2009","NO_QUERY","Lingkan_bella","NEED UUUUUUUUUUUUUU.....  http://plurk.com/p/n0vpg","NEED UUUUUUUUUUUUUU  http//plurkcom/p/n0vpg","NEED UUUUUUUUUUUUUU  http  plurkcom p n0vpg"," NEED UUUUUUUUUUUUUU http plurkcom n0vpg"
"3463",0,1468600221,"Tue Apr 07 02:39:15 PDT 2009","NO_QUERY","EMILYstack","@sonnyjoeflangan goddammit, i missed it  what 3 songs? xx","sonnyjoeflangan goddammit i missed it  what 3 songs xx","sonnyjoeflangan goddammit i missed it  what 3 songs xx"," sonnyjoeflangan missed songs"
"3464",0,1468600337,"Tue Apr 07 02:39:18 PDT 2009","NO_QUERY","izzy4u","@CatQ was so thinking of you, family and friends. Glad you're okay! But It's a black day for Italy, with all those people killed. ","CatQ was so thinking of you family and friends Glad you're okay But It's a black day for Italy with all those people killed ","CatQ was so thinking of you family and friends Glad you re okay But It s a black day for Italy with all those people killed "," CatQ was thinking family friends Glad okay s black day Italy people killed"
"3465",0,1468600466,"Tue Apr 07 02:39:21 PDT 2009","NO_QUERY","TatiLav","Just had a great time... that is if I forget about the fight on the way back... ","Just had a great time that is if I forget about the fight on the way back ","Just had a great time that is if I forget about the fight on the way back "," had great time is forget fight way back"
"3466",0,1468600978,"Tue Apr 07 02:39:32 PDT 2009","NO_QUERY","DramaQueenx","Horrible Weather ","Horrible Weather ","Horrible Weather "," Horrible Weather"
"3467",0,1468601090,"Tue Apr 07 02:39:34 PDT 2009","NO_QUERY","learningforevil","@DavidBlue someone spoiled it for me last week ","DavidBlue someone spoiled it for me last week ","DavidBlue someone spoiled it for me last week "," DavidBlue spoiled last week"
"3468",0,1468601271,"Tue Apr 07 02:39:39 PDT 2009","NO_QUERY","wyndwitch","@nicsknots  What up?","nicsknots  What up","nicsknots  What up"," nicsknots"
"3469",0,1468601402,"Tue Apr 07 02:39:43 PDT 2009","NO_QUERY","ammaryasir","cant eat, drink or breath thanks to the bad throat infection ","cant eat drink or breath thanks to the bad throat infection ","cant eat drink or breath thanks to the bad throat infection "," cant eat drink breath thanks bad throat infection"
"3470",0,1468602199,"Tue Apr 07 02:40:02 PDT 2009","NO_QUERY","ammaryasir","cant eat, drink or breath properly thanks to the bad throat infection ","cant eat drink or breath properly thanks to the bad throat infection ","cant eat drink or breath properly thanks to the bad throat infection "," cant eat drink breath thanks bad throat infection"
"3471",0,1468602417,"Tue Apr 07 02:40:04 PDT 2009","NO_QUERY","AliceMary92","Shattered ","Shattered ","Shattered "," Shattered"
"3472",0,1468602461,"Tue Apr 07 02:40:05 PDT 2009","NO_QUERY","pinguprue","'s nanna just passed away ","'s nanna just passed away "," s nanna just passed away "," s nanna just passed away"
"3473",0,1468602936,"Tue Apr 07 02:40:14 PDT 2009","NO_QUERY","Dionza","Having delay to 1500 ","Having delay to 1500 ","Having delay to 1500 "," Having delay"
"3474",0,1468602988,"Tue Apr 07 02:40:15 PDT 2009","NO_QUERY","carrotmadman6","Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.","Uni sucks Have to leave home at 1200 to attend a lecture at 1430 to 1630  amp roadworks everywhere  MT installing fibre cables","Uni sucks Have to leave home at 1200 to attend a lecture at 1430 to 1630  amp roadworks everywhere  MT installing fibre cables"," Uni sucks Have leave home attend lecture amp roadworks MT installing fibre cables"
"3475",0,1468603079,"Tue Apr 07 02:40:18 PDT 2009","NO_QUERY","WannaBeKoola","Started his 12 week training, it's going tobbr tough with so many birthdays, currently at work    http://twitpic.com/2y81k","Started his 12 week training it's going tobbr tough with so many birthdays currently at work    http//twitpiccom/2y81k","Started his 12 week training it s going tobbr tough with so many birthdays currently at work    http  twitpiccom 2y81k"," Started week training s going tobbr tough birthdays work http twitpiccom 2y81k"
"3476",0,1468603209,"Tue Apr 07 02:40:20 PDT 2009","NO_QUERY","Tittch","It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing ","It's so upsetting Ami's in agony and the vet can't see her until 6pm My poor little thing ","It s so upsetting Ami s in agony and the vet can t see her until 6pm My poor little thing "," s upsetting Ami s agony vet see poor little thing"
"3477",0,1468603408,"Tue Apr 07 02:40:24 PDT 2009","NO_QUERY","kassy4","@matthewknight i don't know...! I can ping the site, but it won't load at all for me...  I'm trying to contact dreamhost ","matthewknight i don't know I can ping the site but it won't load at all for me  I'm trying to contact dreamhost ","matthewknight i don t know I can ping the site but it won t load at all for me  I m trying to contact dreamhost "," matthewknight don know ping site won load m trying contact dreamhost"
"3478",0,1468603974,"Tue Apr 07 02:40:36 PDT 2009","NO_QUERY","megastar85","no body ever replys to me ","no body ever replys to me ","no body ever replys to me "," no body replys"
"3479",0,1468604390,"Tue Apr 07 02:40:46 PDT 2009","NO_QUERY","appleplex","@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'","edbehrens 'Thanks for all the good luck Alas I wasn't good enough  don't really want to explain but thanks for everything I lt3 you all'","edbehrens  Thanks for all the good luck Alas I wasn t good enough  don t really want to explain but thanks for everything I lt3 you all "," edbehrens Thanks good luck wasn good don want explain thanks lt3"
"3480",0,1468604795,"Tue Apr 07 02:40:54 PDT 2009","NO_QUERY","Barbieash","cannot stop coughing  so much for sleeeping","cannot stop coughing  so much for sleeeping","cannot stop coughing  so much for sleeeping"," cannot stop coughing sleeeping"
"3481",0,1468604810,"Tue Apr 07 02:40:55 PDT 2009","NO_QUERY","paperclipface","Wet hair in my eyes. ","Wet hair in my eyes ","Wet hair in my eyes "," Wet hair eyes"
"3482",0,1468605010,"Tue Apr 07 02:40:59 PDT 2009","NO_QUERY","nadiaparry","@kevatkinson My bro and sis but very young, mums working today so thought i would help out... I don't have any sun ","kevatkinson My bro and sis but very young mums working today so thought i would help out I don't have any sun ","kevatkinson My bro and sis but very young mums working today so thought i would help out I don t have any sun "," kevatkinson bro sis very young mums working thought help don have sun"
"3483",0,1468605370,"Tue Apr 07 02:41:07 PDT 2009","NO_QUERY","RealRicola","having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up ","having a coffee and going through my twitter facebook and other social networks  it seems to become a full time job to keep up ","having a coffee and going through my twitter facebook and other social networks  it seems to become a full time job to keep up "," having coffee going twitter facebook other social networks seems become full time job keep"
"3484",0,1468605376,"Tue Apr 07 02:41:07 PDT 2009","NO_QUERY","Nicolaarthur","gets to speak to my boyfriend til about 3! so happy! but then cant speak to him til may! that may hurt a little!! ","gets to speak to my boyfriend til about 3 so happy but then cant speak to him til may that may hurt a little ","gets to speak to my boyfriend til about 3 so happy but then cant speak to him til may that may hurt a little "," gets speak boyfriend til happy then cant speak til hurt little"
"3485",0,1468606175,"Tue Apr 07 02:41:25 PDT 2009","NO_QUERY","matiasjofre","@princessbuddha im having the same problem.. i never drive anymore! ","princessbuddha im having the same problem i never drive anymore ","princessbuddha im having the same problem i never drive anymore "," princessbuddha im having problem drive"
"3486",0,1468606710,"Tue Apr 07 02:41:37 PDT 2009","NO_QUERY","Bellalou27","still up... sad i lost followers ","still up sad i lost followers ","still up sad i lost followers "," still sad lost followers"
"3487",0,1468606953,"Tue Apr 07 02:41:42 PDT 2009","NO_QUERY","DrPotatohead","a sad day I morn for my awesome car  http://twitpic.com/2y82e","a sad day I morn for my awesome car  http//twitpiccom/2y82e","a sad day I morn for my awesome car  http  twitpiccom 2y82e"," sad day morn awesome car http twitpiccom 2y82e"
"3488",0,1468607254,"Tue Apr 07 02:41:49 PDT 2009","NO_QUERY","jwilger","OK, I think I'm finally done with work for the (yester)day. Now for a beer and some TV before hitting the sack. Back at it around 9am. ","OK I think I'm finally done with work for the yesterday Now for a beer and some TV before hitting the sack Back at it around 9am ","OK I think I m finally done with work for the yesterday Now for a beer and some TV before hitting the sack Back at it around 9am "," OK think m done work beer TV hitting sack Back"
"3489",0,1468607344,"Tue Apr 07 02:41:51 PDT 2009","NO_QUERY","sareyk","working my life away.. ","working my life away ","working my life away "," working life away"
"3490",0,1468607647,"Tue Apr 07 02:41:59 PDT 2009","NO_QUERY","swarnaparni","examz coming.........really feeling HeLpLeSsSsSs.. ","examz comingreally feeling HeLpLeSsSsSs ","examz comingreally feeling HeLpLeSsSsSs "," examz feeling HeLpLeSsSsSs"
"3491",0,1468607733,"Tue Apr 07 02:42:01 PDT 2009","NO_QUERY","ipodque","Creepy Outdoor on the speedway: Alli is now in Portugal... Seems not so good 4 losing weight  not healthy!","Creepy Outdoor on the speedway Alli is now in Portugal Seems not so good 4 losing weight  not healthy","Creepy Outdoor on the speedway Alli is now in Portugal Seems not so good 4 losing weight  not healthy"," Creepy Outdoor speedway Alli is Portugal Seems good losing weight healthy"
"3492",0,1468608026,"Tue Apr 07 02:42:07 PDT 2009","NO_QUERY","t0xic_honey","@francesdath not bad, transitioning, being visited by many globe wandering gypsy queers at the moment... but you are missing ","francesdath not bad transitioning being visited by many globe wandering gypsy queers at the moment but you are missing ","francesdath not bad transitioning being visited by many globe wandering gypsy queers at the moment but you are missing "," francesdath bad transitioning being visited globe wandering gypsy queers moment are missing"
"3493",0,1468608080,"Tue Apr 07 02:42:08 PDT 2009","NO_QUERY","clevrijx","loaded with the cold  great fun!!!","loaded with the cold  great fun","loaded with the cold  great fun"," loaded cold great fun"
"3494",0,1468608214,"Tue Apr 07 02:42:11 PDT 2009","NO_QUERY","Dandreeg","up early. my stomache is acting funny ","up early my stomache is acting funny ","up early my stomache is acting funny "," early stomache is acting funny"
"3495",0,1468608610,"Tue Apr 07 02:42:19 PDT 2009","NO_QUERY","HeyGitta","has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts ","has a headacheit wont go away and i dont want to od on panadollolseriously though it hurts ","has a headacheit wont go away and i dont want to od on panadollolseriously though it hurts "," has headacheit wont go away dont want od hurts"
"3496",0,1468609133,"Tue Apr 07 02:42:31 PDT 2009","NO_QUERY","DaaBuddy","http://twitter.com/freddybust/status/1463411617 - thats right! ","http//twittercom/freddybust/status/1463411617  thats right ","http  twittercom freddybust status 1463411617  thats right "," http twittercom freddybust status thats right"
"3497",0,1468609298,"Tue Apr 07 02:42:35 PDT 2009","NO_QUERY","AmyGrindhouse","Maybe that was unclear... I'm planning to post on my own website later than usual today, due to technical issues ","Maybe that was unclear I'm planning to post on my own website later than usual today due to technical issues ","Maybe that was unclear I m planning to post on my own website later than usual today due to technical issues "," was unclear m planning post own website usual due technical issues"
"3498",0,1468609303,"Tue Apr 07 02:42:35 PDT 2009","NO_QUERY","Djalfy","does anyone else miss chatting in chat rooms? I do  but can't find  one i feel comfortable in suggestions please?","does anyone else miss chatting in chat rooms I do  but can't find  one i feel comfortable in suggestions please","does anyone else miss chatting in chat rooms I do  but can t find  one i feel comfortable in suggestions please"," does miss chatting chat rooms do find feel comfortable suggestions"
"3499",0,1468609315,"Tue Apr 07 02:42:35 PDT 2009","NO_QUERY","chloroform_tea","Vah. The dreaded lurgy strikes. I'm in dire need of tea, chloroformed or otherwise. Alas, I'm off to ASDA for pizza, no time for tea ","Vah The dreaded lurgy strikes I'm in dire need of tea chloroformed or otherwise Alas I'm off to ASDA for pizza no time for tea ","Vah The dreaded lurgy strikes I m in dire need of tea chloroformed or otherwise Alas I m off to ASDA for pizza no time for tea "," Vah dreaded lurgy strikes m dire need tea chloroformed m ASDA pizza no time tea"
"3500",0,1468609400,"Tue Apr 07 02:42:37 PDT 2009","NO_QUERY","anonomi","The leeds festival twitter man has lied. There is no update. ","The leeds festival twitter man has lied There is no update ","The leeds festival twitter man has lied There is no update "," leeds festival twitter man has lied is no update"
"3501",0,1468609575,"Tue Apr 07 02:42:41 PDT 2009","NO_QUERY","darkopevec","going, going, aaand gone. poor moosie fell asleep in class   http://twitpic.com/2y82y","going going aaand gone poor moosie fell asleep in class   http//twitpiccom/2y82y","going going aaand gone poor moosie fell asleep in class   http  twitpiccom 2y82y"," going going aaand gone poor moosie fell asleep class http twitpiccom 2y82y"
"3502",0,1468609669,"Tue Apr 07 02:42:44 PDT 2009","NO_QUERY","chhlllooooeeeee","is really fed up ","is really fed up ","is really fed up "," is fed"
"3503",0,1468610045,"Tue Apr 07 02:42:53 PDT 2009","NO_QUERY","melinoma","swapping songs through email with carrie, damn the tasman DAMN IT TO HELL i wanna jam ","swapping songs through email with carrie damn the tasman DAMN IT TO HELL i wanna jam ","swapping songs through email with carrie damn the tasman DAMN IT TO HELL i wanna jam "," swapping songs email carrie damn tasman DAMN IT HELL wanna jam"
"3504",0,1468610083,"Tue Apr 07 02:42:54 PDT 2009","NO_QUERY","NikkolaD","damn it, i still can't find a decent sized photo ","damn it i still can't find a decent sized photo ","damn it i still can t find a decent sized photo "," damn still find decent sized photo"
"3505",0,1468610356,"Tue Apr 07 02:42:59 PDT 2009","NO_QUERY","jeremy_ellis","@Anjeebaby I'm fine if things are busy, just gets hard at quieter times ","Anjeebaby I'm fine if things are busy just gets hard at quieter times ","Anjeebaby I m fine if things are busy just gets hard at quieter times "," Anjeebaby m fine things are busy just gets hard times"
"3506",0,1468610527,"Tue Apr 07 02:43:03 PDT 2009","NO_QUERY","Shelistar","Essay finished, 3,605 words, very pleased with self but dreading the return to project work ","Essay finished 3605 words very pleased with self but dreading the return to project work ","Essay finished 3605 words very pleased with self but dreading the return to project work "," Essay finished words very pleased self dreading return project work"
"3507",0,1468610803,"Tue Apr 07 02:43:09 PDT 2009","NO_QUERY","Talk_ShowHost","@VioletsCRUK Yeah, off Aberdeen, on the Miller platform, the one the chopper left before it went down thew other day ","VioletsCRUK Yeah off Aberdeen on the Miller platform the one the chopper left before it went down thew other day ","VioletsCRUK Yeah off Aberdeen on the Miller platform the one the chopper left before it went down thew other day "," VioletsCRUK Aberdeen Miller platform chopper left went thew other day"
"3508",0,1468610982,"Tue Apr 07 02:43:13 PDT 2009","NO_QUERY","VictoriaSoguero","immm sooooo lowwww ","immm sooooo lowwww ","immm sooooo lowwww "," immm sooooo lowwww"
"3509",0,1468611228,"Tue Apr 07 02:43:18 PDT 2009","NO_QUERY","A1nz","I still feel toss, though I was better yesterday but actually realised im not when I woke up at 5am feeling sick ","I still feel toss though I was better yesterday but actually realised im not when I woke up at 5am feeling sick ","I still feel toss though I was better yesterday but actually realised im not when I woke up at 5am feeling sick "," still feel toss was realised im woke feeling sick"
"3510",0,1468611366,"Tue Apr 07 02:43:21 PDT 2009","NO_QUERY","cajnel","Still have a lot of work to catch up on! ","Still have a lot of work to catch up on ","Still have a lot of work to catch up on "," have lot work catch"
"3511",0,1468611643,"Tue Apr 07 02:43:27 PDT 2009","NO_QUERY","Labab","...  missed the gig ","  missed the gig ","  missed the gig "," missed gig"
"3512",0,1468611785,"Tue Apr 07 02:43:31 PDT 2009","NO_QUERY","KneeHighBootFan","Khb count low today despite the changing weather. ","Khb count low today despite the changing weather ","Khb count low today despite the changing weather "," Khb count low changing weather"
"3513",0,1468612362,"Tue Apr 07 02:43:43 PDT 2009","NO_QUERY","monblain","@dale__wood I love uni coffee????? BET you won't get this one. ILPC oh ps uni tomorrow pick u up at 12:52! PS 1000 word assignment!  ARG","dalewood I love uni coffee BET you won't get this one ILPC oh ps uni tomorrow pick u up at 1252 PS 1000 word assignment  ARG","dalewood I love uni coffee BET you won t get this one ILPC oh ps uni tomorrow pick u up at 1252 PS 1000 word assignment  ARG"," dalewood love uni coffee BET won get ILPC ps uni pick PS word assignment ARG"
"3514",0,1468612843,"Tue Apr 07 02:43:54 PDT 2009","NO_QUERY","pr3judice","now I'm having a hard time digesting disappointment ","now I'm having a hard time digesting disappointment ","now I m having a hard time digesting disappointment "," m having hard time digesting disappointment"
"3515",0,1468612855,"Tue Apr 07 02:43:54 PDT 2009","NO_QUERY","kmas0407","READY FOR FRIDAY at the TED!! Go Braves! &amp; stocking up on ricola cough drops &amp; dayquil b.c i have a cold from the constant weather change ","READY FOR FRIDAY at the TED Go Braves amp stocking up on ricola cough drops amp dayquil bc i have a cold from the constant weather change ","READY FOR FRIDAY at the TED Go Braves amp stocking up on ricola cough drops amp dayquil bc i have a cold from the constant weather change "," FRIDAY TED Go Braves amp stocking ricola cough drops amp dayquil have cold constant weather change"
"3516",0,1468613026,"Tue Apr 07 02:43:58 PDT 2009","NO_QUERY","tankertuig",":S geen How I Met Your Mother vandaag ","S geen How I Met Your Mother vandaag ","S geen How I Met Your Mother vandaag "," S geen Met Mother vandaag"
"3517",0,1468613355,"Tue Apr 07 02:44:05 PDT 2009","NO_QUERY","MissNina","No southpark for me ","No southpark for me ","No southpark for me "," No southpark"
"3518",0,1468614764,"Tue Apr 07 02:44:37 PDT 2009","NO_QUERY","henna_","yay, migraine to round of Berlin ","yay migraine to round of Berlin ","yay migraine to round of Berlin "," migraine round Berlin"
"3519",0,1468617662,"Tue Apr 07 02:45:37 PDT 2009","NO_QUERY","emotionlessgal","@SheriTingle Really busy  Loads of projects to complete.","SheriTingle Really busy  Loads of projects to complete","SheriTingle Really busy  Loads of projects to complete"," SheriTingle busy Loads projects complete"
"3520",0,1468617783,"Tue Apr 07 02:45:39 PDT 2009","NO_QUERY","Deligal","so much for my roast tonight, still frozen solid. ","so much for my roast tonight still frozen solid ","so much for my roast tonight still frozen solid "," roast still frozen solid"
"3521",0,1468617899,"Tue Apr 07 02:45:41 PDT 2009","NO_QUERY","jaredgunter","Up since 3:00. Going to be a looooong day. ","Up since 300 Going to be a looooong day ","Up since 300 Going to be a looooong day "," Going be looooong day"
"3522",0,1468617912,"Tue Apr 07 02:45:42 PDT 2009","NO_QUERY","SophieClaeys","i'm bleeding ! , i shaved my legs and now i'm bleeding   haha, i'm a loser xp","i'm bleeding   i shaved my legs and now i'm bleeding   haha i'm a loser xp","i m bleeding   i shaved my legs and now i m bleeding   haha i m a loser xp"," m bleeding shaved legs m bleeding haha m loser xp"
"3523",0,1468618309,"Tue Apr 07 02:45:51 PDT 2009","NO_QUERY","The_Kingfisher","Just got reduced to tears by Jeremy Kyle!! Off to the doctors now  i hate the doctors its so scary! Arghhhh!","Just got reduced to tears by Jeremy Kyle Off to the doctors now  i hate the doctors its so scary Arghhhh","Just got reduced to tears by Jeremy Kyle Off to the doctors now  i hate the doctors its so scary Arghhhh"," got reduced tears Jeremy Kyle doctors hate doctors scary Arghhhh"
"3524",0,1468618608,"Tue Apr 07 02:45:58 PDT 2009","NO_QUERY","lovelylisaj","I killed the Eggnog thread on PJ with my lame joke ","I killed the Eggnog thread on PJ with my lame joke ","I killed the Eggnog thread on PJ with my lame joke "," killed Eggnog thread PJ lame joke"
"3525",0,1468618787,"Tue Apr 07 02:46:02 PDT 2009","NO_QUERY","lilmissvik","@tommcfly hey, no chance of adding brighton or eastbourne to the UCAP tour? gutted im missing out this time round  i love you guys!","tommcfly hey no chance of adding brighton or eastbourne to the UCAP tour gutted im missing out this time round  i love you guys","tommcfly hey no chance of adding brighton or eastbourne to the UCAP tour gutted im missing out this time round  i love you guys"," tommcfly no chance adding brighton eastbourne UCAP tour gutted im missing time round love guys"
"3526",0,1468619130,"Tue Apr 07 02:46:08 PDT 2009","NO_QUERY","MrSocial","I am really tired but cant go to sleep ","I am really tired but cant go to sleep ","I am really tired but cant go to sleep "," am tired cant go sleep"
"3527",0,1468619422,"Tue Apr 07 02:46:15 PDT 2009","NO_QUERY","MeDearDarling","@saturngirl ha ha ha, *cap doffed*. Okay you are right. Camping in the Cotwolds AGAIN for me.    ;)","saturngirl ha ha ha cap doffed Okay you are right Camping in the Cotwolds AGAIN for me    ","saturngirl ha ha ha cap doffed Okay you are right Camping in the Cotwolds AGAIN for me    "," saturngirl cap doffed are right Camping Cotwolds"
"3528",0,1468619872,"Tue Apr 07 02:46:24 PDT 2009","NO_QUERY","NikkolaD","lol, i did that then i was silly and thoght kb was the same as k  so its still not working. i doubt i will ever find one","lol i did that then i was silly and thoght kb was the same as k  so its still not working i doubt i will ever find one","lol i did that then i was silly and thoght kb was the same as k  so its still not working i doubt i will ever find one"," lol did then was silly thoght kb was still working doubt will find"
"3529",0,1468619985,"Tue Apr 07 02:46:26 PDT 2009","NO_QUERY","DorkieeAmber","@xoVince pssht! i miss u! u don't respond to me ","xoVince pssht i miss u u don't respond to me ","xoVince pssht i miss u u don t respond to me "," xoVince pssht miss don respond"
"3530",0,1468620198,"Tue Apr 07 02:46:31 PDT 2009","NO_QUERY","Niczy","@DonnieWahlberg   DONNIE!! when are you coming back to the UK? It's been toooo long  X","DonnieWahlberg   DONNIE when are you coming back to the UK It's been toooo long  X","DonnieWahlberg   DONNIE when are you coming back to the UK It s been toooo long  X"," DonnieWahlberg DONNIE are coming back UK s been toooo long"
"3531",0,1468620322,"Tue Apr 07 02:46:35 PDT 2009","NO_QUERY","LionelnShana","Went to the dentist today... totally as a last resort... totally broke now too!! God damn the dental industry needs competition policies ","Went to the dentist today totally as a last resort totally broke now too God damn the dental industry needs competition policies ","Went to the dentist today totally as a last resort totally broke now too God damn the dental industry needs competition policies "," Went dentist last resort broke God damn dental industry needs competition policies"
"3532",0,1468620341,"Tue Apr 07 02:46:34 PDT 2009","NO_QUERY","khanh_coltech","th�m m?t l?n n�i d?i ","thm mt ln ni di ","thm mt ln ni di "," thm mt ln ni di"
"3533",0,1468620878,"Tue Apr 07 02:46:46 PDT 2009","NO_QUERY","vickibabes91","Off Too Work .Gunna Miss The Lush Weather  .x","Off Too Work Gunna Miss The Lush Weather  x","Off Too Work Gunna Miss The Lush Weather  x"," Work Gunna Miss Lush Weather"
"3534",0,1468620940,"Tue Apr 07 02:46:47 PDT 2009","NO_QUERY","michaelmknight","@MANDY_EMMERSON Bummer, hope your OK! ","MANDYEMMERSON Bummer hope your OK ","MANDYEMMERSON Bummer hope your OK "," MANDYEMMERSON Bummer hope OK"
"3535",0,1468620963,"Tue Apr 07 02:46:48 PDT 2009","NO_QUERY","tantrixie","http://twitpic.com/2y867 - I miss thiss ","http//twitpiccom/2y867  I miss thiss ","http  twitpiccom 2y867  I miss thiss "," http twitpiccom miss thiss"
"3536",0,1468621312,"Tue Apr 07 02:46:56 PDT 2009","NO_QUERY","LynnaeG","Wow, its way too early to be awake.  Lots to do though, and software post at 8:30 so I actually have to be to work on time. Boo...","Wow its way too early to be awake  Lots to do though and software post at 830 so I actually have to be to work on time Boo","Wow its way too early to be awake  Lots to do though and software post at 830 so I actually have to be to work on time Boo"," way early be awake do software post have be work time Boo"
"3537",0,1468621368,"Tue Apr 07 02:46:57 PDT 2009","NO_QUERY","amberluvsnkotb","Missin my son..he went home with my monster in law last night  i can't wait to get him back this afternoon after work!","Missin my sonhe went home with my monster in law last night  i can't wait to get him back this afternoon after work","Missin my sonhe went home with my monster in law last night  i can t wait to get him back this afternoon after work"," Missin sonhe went home monster law last night wait get back afternoon work"
"3538",0,1468621585,"Tue Apr 07 02:47:01 PDT 2009","NO_QUERY","TarekSh","@iamloz_JsPR ouch ","iamlozJsPR ouch ","iamlozJsPR ouch "," iamlozJsPR"
"3539",0,1468621613,"Tue Apr 07 02:47:02 PDT 2009","NO_QUERY","6277","@Mirror_Kiss no, i don't have money, i'm very upset too ","MirrorKiss no i don't have money i'm very upset too ","MirrorKiss no i don t have money i m very upset too "," MirrorKiss no don have money m very upset"
"3540",0,1468621670,"Tue Apr 07 02:47:04 PDT 2009","NO_QUERY","erickaaa","@laz18 Yeah i couldn't answer your call at work this arvo babe  my breaks are usually at 1ish so call then haha  i need credit sooo bad","laz18 Yeah i couldn't answer your call at work this arvo babe  my breaks are usually at 1ish so call then haha  i need credit sooo bad","laz18 Yeah i couldn t answer your call at work this arvo babe  my breaks are usually at 1ish so call then haha  i need credit sooo bad"," couldn answer call work arvo babe breaks are 1ish call then haha need credit sooo bad"
"3541",0,1468621706,"Tue Apr 07 02:47:04 PDT 2009","NO_QUERY","cfriele","Ugh, I can't sleep because I'm not feeling so great.  ","Ugh I can't sleep because I'm not feeling so great  ","Ugh I can t sleep because I m not feeling so great  "," sleep m feeling great"
"3542",0,1468622048,"Tue Apr 07 02:47:11 PDT 2009","NO_QUERY","FrumiousMe","@foilly oh no! that's a shame  you'll have to find them the next time tim passes through. or organise a sydney feeter convention.","foilly oh no that's a shame  you'll have to find them the next time tim passes through or organise a sydney feeter convention","foilly oh no that s a shame  you ll have to find them the next time tim passes through or organise a sydney feeter convention"," no s shame ll have find time tim passes organise sydney feeter convention"
"3543",0,1468622089,"Tue Apr 07 02:47:12 PDT 2009","NO_QUERY","BertaWooster","Oh no...Kutner's dead   (watching House)","Oh noKutner's dead   watching House","Oh noKutner s dead   watching House"," noKutner s dead watching House"
"3544",0,1468622500,"Tue Apr 07 02:47:22 PDT 2009","NO_QUERY","_n2","so bored.. still no internet at home. ","so bored still no internet at home ","so bored still no internet at home "," bored still no internet home"
