"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"5165",5165,4,1467843787,"Mon Apr 06 22:28:27 PDT 2009","NO_QUERY","Agitatore","http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def.","http//wwwyoutubecom/watchvcLe9pJSRas0 Where have all the flowers gone Peter Paul amp Mary  My fav def","http  wwwyoutubecom watchvcLe9pJSRas0 Where have all the flowers gone Peter Paul amp Mary  My fav def"," http wwwyoutubecom watchvcLe9pJSRas0 have flowers gone Peter Paul amp Mary fav def"
"7295",7295,4,1468209812,"Tue Apr 07 00:18:49 PDT 2009","NO_QUERY","JessShu","@Gerry_Butler you should have a vote and i vote yes!!!!! going on broadway would be amazing ","GerryButler you should have a vote and i vote yes going on broadway would be amazing ","GerryButler you should have a vote and i vote yes going on broadway would be amazing "," GerryButler have vote vote going broadway be amazing"
"5123",5123,4,1467841948,"Mon Apr 06 22:27:57 PDT 2009","NO_QUERY","MissLaura317","@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! ","LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND I'm not really screaming Just wondering Thanks ","LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND I m not really screaming Just wondering Thanks "," LarryCarroll ARE GOING BE GETTING NM UPDATES TIME m screaming wondering Thanks"
"3822",3822,0,1468682904,"Tue Apr 07 03:08:36 PDT 2009","NO_QUERY","SimonDarke","Man today is going sooooo slowly today ","Man today is going sooooo slowly today ","Man today is going sooooo slowly today "," Man is going sooooo"
"4823",4823,0,1468917268,"Tue Apr 07 04:23:47 PDT 2009","NO_QUERY","robynsweeney","If today wasn't shit enough I just ate a mouldy roll ","If today wasn't shit enough I just ate a mouldy roll ","If today wasn t shit enough I just ate a mouldy roll "," wasn shit just ate mouldy roll"
"6320",6320,4,1468055251,"Mon Apr 06 23:28:39 PDT 2009","NO_QUERY","haiwen","@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think.","DylzWexford motorbikes are so much more fun than electric bikes  we rode around the city on one yesterday new summer activity i think","DylzWexford motorbikes are so much more fun than electric bikes  we rode around the city on one yesterday new summer activity i think"," DylzWexford motorbikes are fun electric bikes rode city new summer activity think"
"8255",8255,4,1468352063,"Tue Apr 07 01:08:42 PDT 2009","NO_QUERY","dannophotos","@samuelisaac on your iPod? me too ","samuelisaac on your iPod me too ","samuelisaac on your iPod me too "," samuelisaac iPod"
"2113",2113,0,1468306295,"Tue Apr 07 00:52:21 PDT 2009","NO_QUERY","djsiddall","is hoping the posty delivers my pink tickets ","is hoping the posty delivers my pink tickets ","is hoping the posty delivers my pink tickets "," is hoping posty delivers pink tickets"
"1385",1385,0,1468141439,"Mon Apr 06 23:56:33 PDT 2009","NO_QUERY","tinnion","was super lucky to get a seat on the train. We pay �40 for this 25 min journey. ","was super lucky to get a seat on the train We pay 40 for this 25 min journey ","was super lucky to get a seat on the train We pay 40 for this 25 min journey "," was super lucky get seat train pay min journey"
"1639",1639,0,1468202009,"Tue Apr 07 00:16:11 PDT 2009","NO_QUERY","Brozzy","ill make fresh start.. i promise...    xtra sad puppy face...","ill make fresh start i promise    xtra sad puppy face","ill make fresh start i promise    xtra sad puppy face"," ill make fresh start promise xtra sad puppy face"
"3775",3775,0,1468673840,"Tue Apr 07 03:05:25 PDT 2009","NO_QUERY","Ayshah_","gotta stop turning in homework late, would be gettin an A in Information Systems if it wasnt for the few late assigments ","gotta stop turning in homework late would be gettin an A in Information Systems if it wasnt for the few late assigments ","gotta stop turning in homework late would be gettin an A in Information Systems if it wasnt for the few late assigments "," gotta stop turning homework late be gettin A Information Systems wasnt late assigments"
"2658",2658,0,1468423043,"Tue Apr 07 01:34:36 PDT 2009","NO_QUERY","EmLou85","@MushyV Ahhhhh that Hoff programme sounded CLASSS!!!! I fuckin missed it  hopes there's a repeat innit","MushyV Ahhhhh that Hoff programme sounded CLASSS I fuckin missed it  hopes there's a repeat innit","MushyV Ahhhhh that Hoff programme sounded CLASSS I fuckin missed it  hopes there s a repeat innit"," MushyV Ahhhhh Hoff programme sounded CLASSS missed hopes s repeat innit"
"5579",5579,4,1467919799,"Mon Apr 06 22:48:54 PDT 2009","NO_QUERY","mactavish","@warp I love that Aussie cattle dog story ","warp I love that Aussie cattle dog story ","warp I love that Aussie cattle dog story "," warp love Aussie cattle dog story"
"9458",9458,4,1468517864,"Tue Apr 07 02:09:29 PDT 2009","NO_QUERY","friedclyde","@Bhavika looks like u found all the beer ","Bhavika looks like u found all the beer ","Bhavika looks like u found all the beer "," Bhavika looks like found beer"
"303",303,0,1467890222,"Mon Apr 06 22:40:40 PDT 2009","NO_QUERY","AUSTINMONIQUE","@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time ","karenucol ah I bet it does I've been like craving to play softball or basketball  But I have noo time ","karenucol ah I bet it does I ve been like craving to play softball or basketball  But I have noo time "," karenucol bet does ve been like craving play softball basketball have noo time"
"3931",3931,0,1468706260,"Tue Apr 07 03:16:41 PDT 2009","NO_QUERY","Paul_Yates","is knackered after working nights ","is knackered after working nights ","is knackered after working nights "," is knackered working nights"
"8885",8885,4,1468445958,"Tue Apr 07 01:43:05 PDT 2009","NO_QUERY","bloodandcake","Acabo de terminar de ver X-men Origins: Wolverine, Coraline &amp; The secret life of the bees &lt;3 nice mondaaay! ","Acabo de terminar de ver Xmen Origins Wolverine Coraline amp The secret life of the bees lt3 nice mondaaay ","Acabo de terminar de ver Xmen Origins Wolverine Coraline amp The secret life of the bees lt3 nice mondaaay "," Acabo de terminar de ver Xmen Origins Wolverine Coraline amp secret life bees lt3 nice mondaaay"
"2821",2821,0,1468457960,"Tue Apr 07 01:47:28 PDT 2009","NO_QUERY","flyingwithkids","@orangeflowers me too, its scary not the clutter but the unclean  pain keeps me awake lately, but shld start subsiding in a wk or so","orangeflowers me too its scary not the clutter but the unclean  pain keeps me awake lately but shld start subsiding in a wk or so","orangeflowers me too its scary not the clutter but the unclean  pain keeps me awake lately but shld start subsiding in a wk or so"," orangeflowers scary clutter unclean pain keeps awake shld start subsiding wk"
"9091",9091,4,1468472793,"Tue Apr 07 01:53:02 PDT 2009","NO_QUERY","msa290","YAY! I'm hanging out with Stephanie and Mario; just like the good ol' days! ","YAY I'm hanging out with Stephanie and Mario just like the good ol' days ","YAY I m hanging out with Stephanie and Mario just like the good ol  days "," YAY m hanging Stephanie Mario just like good ol days"
"9828",9828,4,1468572290,"Tue Apr 07 02:29:23 PDT 2009","NO_QUERY","sparkes1","@IAmHorror I sence hostility  thought the sun was shining on Mid-S-N today?","IAmHorror I sence hostility  thought the sun was shining on MidSN today","IAmHorror I sence hostility  thought the sun was shining on MidSN today"," IAmHorror sence hostility thought sun was shining MidSN"
"8523",8523,4,1468392579,"Tue Apr 07 01:23:27 PDT 2009","NO_QUERY","mkjones","Up to 50+ followers in less than a week of re-discovering my twitter account. Not sure how good that is but I'll take it  Thanks everyone!","Up to 50 followers in less than a week of rediscovering my twitter account Not sure how good that is but I'll take it  Thanks everyone","Up to 50 followers in less than a week of rediscovering my twitter account Not sure how good that is but I ll take it  Thanks everyone"," followers week rediscovering twitter account sure good is ll take Thanks"
"4554",4554,0,1468850799,"Tue Apr 07 04:03:41 PDT 2009","NO_QUERY","thedicebag","I'm not dead despite rumours to the contrary. New job means very little online time in the office ","I'm not dead despite rumours to the contrary New job means very little online time in the office ","I m not dead despite rumours to the contrary New job means very little online time in the office "," m dead rumours contrary New job means very little online time office"
"6641",6641,4,1468115402,"Mon Apr 06 23:47:53 PDT 2009","NO_QUERY","pcholody","Hi @DaveJMatthews ! Greeting from Poland, love your music ","Hi DaveJMatthews  Greeting from Poland love your music ","Hi DaveJMatthews  Greeting from Poland love your music "," DaveJMatthews Greeting Poland love music"
"9192",9192,4,1468486523,"Tue Apr 07 01:58:17 PDT 2009","NO_QUERY","srinitata","someone turn on the shower please!! ","someone turn on the shower please ","someone turn on the shower please "," turn shower"
"4776",4776,0,1468907323,"Tue Apr 07 04:20:50 PDT 2009","NO_QUERY","MrsDeer","@cottoncandizzle Ur SO right.. I wish I was in NYC, too.. Or Los Angeles.. Las Vegas.. Awww &lt;/3 ","cottoncandizzle Ur SO right I wish I was in NYC too Or Los Angeles Las Vegas Awww lt/3 ","cottoncandizzle Ur SO right I wish I was in NYC too Or Los Angeles Las Vegas Awww lt 3 "," cottoncandizzle Ur right wish was NYC Los Angeles Las Vegas Awww lt"
"5726",5726,4,1467952997,"Mon Apr 06 22:58:24 PDT 2009","NO_QUERY","Hollywood_Trey","@arlenecd OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS @?!?!? ","arlenecd OH ISH I WAS JUST KIDDING WHERE IN CALI IS THIS  ","arlenecd OH ISH I WAS JUST KIDDING WHERE IN CALI IS THIS  "," arlenecd ISH WAS KIDDING CALI IS"
"9749",9749,4,1468558634,"Tue Apr 07 02:24:31 PDT 2009","NO_QUERY","pongneng07","@escribitionist i didn't want to eat other's foodd!!!  dun make me sound so bad lah!  i just have another crave for food...that's all ","escribitionist i didn't want to eat other's foodd  dun make me sound so bad lah  i just have another crave for foodthat's all ","escribitionist i didn t want to eat other s foodd  dun make me sound so bad lah  i just have another crave for foodthat s all "," escribitionist didn want eat other s foodd dun make sound bad lah just have crave foodthat s"
"2760",2760,0,1468445391,"Tue Apr 07 01:42:54 PDT 2009","NO_QUERY","bloxxx","@latexfetish Sadly that's not a feed  For Wordpress a feed usually would be bla.com/feed/ or bla.com/?feed=rss2, but those two don't exist","latexfetish Sadly that's not a feed  For Wordpress a feed usually would be blacom/feed/ or blacom/feedrss2 but those two don't exist","latexfetish Sadly that s not a feed  For Wordpress a feed usually would be blacom feed  or blacom feedrss2 but those two don t exist"," latexfetish s feed Wordpress feed be blacom feed blacom feedrss2 don exist"
"3686",3686,0,1468650818,"Tue Apr 07 02:57:38 PDT 2009","NO_QUERY","FrostedMayhem","@xrandommcrluvrx Yup! Obsessed! I bet they've run out of stock though  Anyway thnx for the help with the phone, I was using the wrong code","xrandommcrluvrx Yup Obsessed I bet they've run out of stock though  Anyway thnx for the help with the phone I was using the wrong code","xrandommcrluvrx Yup Obsessed I bet they ve run out of stock though  Anyway thnx for the help with the phone I was using the wrong code"," xrandommcrluvrx Obsessed bet ve run stock thnx help phone was using wrong code"
"9095",9095,4,1468472895,"Tue Apr 07 01:53:07 PDT 2009","NO_QUERY","baristaapp","@KoffeeKosmo wow! How do you get to sleep? ","KoffeeKosmo wow How do you get to sleep ","KoffeeKosmo wow How do you get to sleep "," KoffeeKosmo wow do get sleep"
"4747",4747,0,1468898980,"Tue Apr 07 04:18:22 PDT 2009","NO_QUERY","TVFanUK","@Lady_Twitster not really. ","LadyTwitster not really ","LadyTwitster not really "," LadyTwitster"
"247",247,0,1467873980,"Mon Apr 06 22:36:19 PDT 2009","NO_QUERY","gregcronin","missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;","missed Brent at praise band   No fun to not have the your lead guitarist  ltpoutgt","missed Brent at praise band   No fun to not have the your lead guitarist  ltpoutgt"," missed Brent praise band No fun have lead guitarist ltpoutgt"
"7429",7429,4,1468236537,"Tue Apr 07 00:28:04 PDT 2009","NO_QUERY","RyanMacintosh","Good morning everyone! Got a package from Granma...let's see what's inside! ","Good morning everyone Got a package from Granmalet's see what's inside ","Good morning everyone Got a package from Granmalet s see what s inside "," Good morning Got package Granmalet s see s inside"
"8543",8543,4,1468393542,"Tue Apr 07 01:23:49 PDT 2009","NO_QUERY","mcreemfly","day off school tomorrow, so happy. I wont have to run 4km.  ","day off school tomorrow so happy I wont have to run 4km  ","day off school tomorrow so happy I wont have to run 4km  "," day school happy wont have run 4km"
"2663",2663,0,1468423877,"Tue Apr 07 01:34:56 PDT 2009","NO_QUERY","mrkenjikwok","Hello world, i dont like to do physics. ","Hello world i dont like to do physics ","Hello world i dont like to do physics "," world dont like do physics"
"2432",2432,0,1468377036,"Tue Apr 07 01:17:48 PDT 2009","NO_QUERY","ChuckSmith","@sevenmac You should set up a video channel for your podcast on Miro. Just checked and you're not listed there. ","sevenmac You should set up a video channel for your podcast on Miro Just checked and you're not listed there ","sevenmac You should set up a video channel for your podcast on Miro Just checked and you re not listed there "," sevenmac set video channel podcast Miro checked listed"
"9927",9927,4,1468586737,"Tue Apr 07 02:34:23 PDT 2009","NO_QUERY","masyaa","@ddlovato hi demi  im masyaa nice to know you!","ddlovato hi demi  im masyaa nice to know you","ddlovato hi demi  im masyaa nice to know you"," ddlovato hi demi im masyaa nice know"
"1356",1356,0,1468135711,"Mon Apr 06 23:54:45 PDT 2009","NO_QUERY","JDidda","@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha","JBeauty oooh heads high killin 'em wit da no lol didn't think so  but u don't really know me yet I'm a good tucker inner haha","JBeauty oooh heads high killin  em wit da no lol didn t think so  but u don t really know me yet I m a good tucker inner haha"," JBeauty heads high killin wit da no lol didn think don know m good tucker inner haha"
"4409",4409,0,1468817425,"Tue Apr 07 03:53:34 PDT 2009","NO_QUERY","devonslater","hates replaying that night in my head!!!! can't i just be happy now...?  I love you little brother... &lt;3&lt;3&lt;3","hates replaying that night in my head can't i just be happy now  I love you little brother lt3lt3lt3","hates replaying that night in my head can t i just be happy now  I love you little brother lt3lt3lt3"," hates replaying night head just be happy love little brother lt3lt3lt3"
"6384",6384,4,1468069389,"Mon Apr 06 23:32:57 PDT 2009","NO_QUERY","jerichoK","@pinkcat Morning ","pinkcat Morning ","pinkcat Morning "," pinkcat Morning"
"3430",3430,0,1468593773,"Tue Apr 07 02:36:52 PDT 2009","NO_QUERY","ThisIsOurs_info","Goodbye Jive test server - so very sorry to have to shut you down ","Goodbye Jive test server  so very sorry to have to shut you down ","Goodbye Jive test server  so very sorry to have to shut you down "," Jive test server very sorry have shut"
"9235",9235,4,1468488234,"Tue Apr 07 01:58:58 PDT 2009","NO_QUERY","faceman101","@stevetpower *face/palm* you that far detatched from Ireland that you forgotten how bad traffic updates are? ","stevetpower face/palm you that far detatched from Ireland that you forgotten how bad traffic updates are ","stevetpower face palm you that far detatched from Ireland that you forgotten how bad traffic updates are "," stevetpower face palm detatched Ireland forgotten bad traffic updates are"
"8691",8691,4,1468418368,"Tue Apr 07 01:32:51 PDT 2009","NO_QUERY","Beccixo","Morning Twitters  How Is Every One On This Sunny / Cold Day In England","Morning Twitters  How Is Every One On This Sunny / Cold Day In England","Morning Twitters  How Is Every One On This Sunny   Cold Day In England"," Morning Twitters Is Sunny Cold Day England"
"3871",3871,0,1468692330,"Tue Apr 07 03:11:56 PDT 2009","NO_QUERY","chikadee","Fuck. I feel a hell of a lot worse today ","Fuck I feel a hell of a lot worse today ","Fuck I feel a hell of a lot worse today "," Fuck feel hell lot"
"1992",1992,0,1468279721,"Tue Apr 07 00:42:58 PDT 2009","NO_QUERY","maynot0703","OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**","OMG my girl just woke me up reason doesnt matter amp now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up sigh","OMG my girl just woke me up reason doesnt matter amp now I cant fall back to sleep  Gotta b up at 5 so maybe I ll just stay up sigh"," OMG girl just woke reason doesnt matter amp cant fall back sleep Gotta ll just stay sigh"
"4238",4238,0,1468772964,"Tue Apr 07 03:39:26 PDT 2009","NO_QUERY","bordadoingles","@jmcesteves  I need something to help me transcribe several hours of interview during Summer time","jmcesteves  I need something to help me transcribe several hours of interview during Summer time","jmcesteves  I need something to help me transcribe several hours of interview during Summer time"," jmcesteves need help transcribe hours interview Summer time"
"3218",3218,0,1468545927,"Tue Apr 07 02:19:54 PDT 2009","NO_QUERY","miss_maartje","is not impressed with the rain- I wanted to go market shopping  bleh.","is not impressed with the rain I wanted to go market shopping  bleh","is not impressed with the rain I wanted to go market shopping  bleh"," is impressed rain wanted go market shopping bleh"
"6154",6154,4,1468024363,"Mon Apr 06 23:18:57 PDT 2009","NO_QUERY","mydesire","@pagankinktress ah yes, I subscribe as well ","pagankinktress ah yes I subscribe as well ","pagankinktress ah yes I subscribe as well "," pagankinktress subscribe well"
"7479",7479,4,1468238301,"Tue Apr 07 00:28:39 PDT 2009","NO_QUERY","BenJacob","Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!","Everyone except me seems very busy doing something today  When everyone works I chills when everyone chills I works  LOL","Everyone except me seems very busy doing something today  When everyone works I chills when everyone chills I works  LOL"," seems very busy doing works chills chills works LOL"
"9573",9573,4,1468541510,"Tue Apr 07 02:18:13 PDT 2009","NO_QUERY","tamathon","Last few hour in England... ","Last few hour in England ","Last few hour in England "," Last hour England"
"4421",4421,0,1468819207,"Tue Apr 07 03:54:06 PDT 2009","NO_QUERY","lazygiraffe","@raspberry I am trying only to spend if I have paypal funds, which I don't right now.  Plus cat might need to go the vet again this week.","raspberry I am trying only to spend if I have paypal funds which I don't right now  Plus cat might need to go the vet again this week","raspberry I am trying only to spend if I have paypal funds which I don t right now  Plus cat might need to go the vet again this week"," raspberry am trying only spend have paypal funds don right Plus cat need go vet week"
"4690",4690,0,1468880826,"Tue Apr 07 04:12:58 PDT 2009","NO_QUERY","5ophi3","Not very happy because my laptop decided to delete all my music ","Not very happy because my laptop decided to delete all my music ","Not very happy because my laptop decided to delete all my music "," very happy laptop decided delete music"
"5936",5936,4,1467989126,"Mon Apr 06 23:08:31 PDT 2009","NO_QUERY","KriziaPie","@nateflynn go to twin peaks &amp; check out the view of SF    don't forget your jackets/hoodies!","nateflynn go to twin peaks amp check out the view of SF    don't forget your jackets/hoodies","nateflynn go to twin peaks amp check out the view of SF    don t forget your jackets hoodies"," nateflynn go twin peaks amp check view SF don forget jackets hoodies"
"8898",8898,4,1468446373,"Tue Apr 07 01:43:15 PDT 2009","NO_QUERY","Nevidge20","@JPLS I'm goin to see him in september ","JPLS I'm goin to see him in september ","JPLS I m goin to see him in september "," JPLS m goin see september"
"8471",8471,4,1468380926,"Tue Apr 07 01:19:14 PDT 2009","NO_QUERY","chantelleaustin","*bursts through the Twitter doors* Hellooooooooo!  ","bursts through the Twitter doors Hellooooooooo  ","bursts through the Twitter doors Hellooooooooo  "," bursts Twitter doors Hellooooooooo"
"545",545,0,1467949681,"Mon Apr 06 22:57:27 PDT 2009","NO_QUERY","harishanker","@sasii I know exactly how you feel! ","sasii I know exactly how you feel ","sasii I know exactly how you feel "," sasii know feel"
"492",492,0,1467933685,"Mon Apr 06 22:52:51 PDT 2009","NO_QUERY","FAKELeah","@RumLover No! u supposed to be my date ","RumLover No u supposed to be my date ","RumLover No u supposed to be my date "," RumLover No supposed be date"
"4696",4696,0,1468883006,"Tue Apr 07 04:13:37 PDT 2009","NO_QUERY","em_rose","Might go sit on the swing and do some revision later. I want to go on holiday ","Might go sit on the swing and do some revision later I want to go on holiday ","Might go sit on the swing and do some revision later I want to go on holiday "," go sit swing do revision want go holiday"
"7480",7480,4,1468238368,"Tue Apr 07 00:28:41 PDT 2009","NO_QUERY","GrosenFriis","@rosenstand @anderssaugstrup [uk] It's hard to tweet [dk] &quot;I dag har Anders f�dselsdag..&quot; [dk] within just 140 characters ","rosenstand anderssaugstrup uk It's hard to tweet dk quotI dag har Anders fdselsdagquot dk within just 140 characters ","rosenstand anderssaugstrup uk It s hard to tweet dk quotI dag har Anders fdselsdagquot dk within just 140 characters "," rosenstand anderssaugstrup uk s hard tweet dk quotI dag har Anders fdselsdagquot dk just characters"
"4938",4938,0,1468949716,"Tue Apr 07 04:32:54 PDT 2009","NO_QUERY","jameswaters","- Listening to the new Eminem track...Same formula as always - Funny track, serious Track, track about killing someone, the end. boring "," Listening to the new Eminem trackSame formula as always  Funny track serious Track track about killing someone the end boring "," Listening to the new Eminem trackSame formula as always  Funny track serious Track track about killing someone the end boring "," Listening new Eminem trackSame formula Funny track serious Track track killing end boring"
"8934",8934,4,1468448461,"Tue Apr 07 01:44:01 PDT 2009","NO_QUERY","GoSco","Morning people. I thought I'd make a start on the 32's. One down. ","Morning people I thought I'd make a start on the 32's One down ","Morning people I thought I d make a start on the 32 s One down "," Morning people thought make start s"
"5922",5922,4,1467988329,"Mon Apr 06 23:08:18 PDT 2009","NO_QUERY","chlostick","im eating a chocolate crakle. i bet you all are jelous. its a mini party ","im eating a chocolate crakle i bet you all are jelous its a mini party ","im eating a chocolate crakle i bet you all are jelous its a mini party "," im eating chocolate crakle bet are jelous mini party"
"3584",3584,0,1468629079,"Tue Apr 07 02:49:45 PDT 2009","NO_QUERY","mizsprieta","Going to work!!! ","Going to work ","Going to work "," Going work"
"690",690,0,1467985114,"Mon Apr 06 23:07:22 PDT 2009","NO_QUERY","gladyschock","not feeling v good abt myself ","not feeling v good abt myself ","not feeling v good abt myself "," feeling good abt"
"7711",7711,4,1468269144,"Tue Apr 07 00:39:12 PDT 2009","NO_QUERY","orchideane","http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day ","http//wwwdeezercom/track/2577641 On a nice day I don't care what they say  Ready for this nice day ","http  wwwdeezercom track 2577641 On a nice day I don t care what they say  Ready for this nice day "," http wwwdeezercom track nice day don care say Ready nice day"
"5819",5819,4,1467971215,"Mon Apr 06 23:03:22 PDT 2009","NO_QUERY","lexi_m87","I think im in love ","I think im in love ","I think im in love "," think im love"
"2688",2688,0,1468429156,"Tue Apr 07 01:36:49 PDT 2009","NO_QUERY","threefromleith","@Glinner Don't think that's the right username for Mr Brooks ","Glinner Don't think that's the right username for Mr Brooks ","Glinner Don t think that s the right username for Mr Brooks "," Glinner Don think s right username Mr Brooks"
"1386",1386,0,1468141719,"Mon Apr 06 23:56:39 PDT 2009","NO_QUERY","FredoinGray","@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ","Coyoteontherun Bet I  Oh wait Mac  No prolly not ","Coyoteontherun Bet I  Oh wait Mac  No prolly not "," Coyoteontherun Bet wait Mac No prolly"
"1574",1574,0,1468189072,"Tue Apr 07 00:11:53 PDT 2009","NO_QUERY","Skyseb","Fuck la circulation ce mat1 ","Fuck la circulation ce mat1 ","Fuck la circulation ce mat1 "," Fuck la circulation ce mat1"
"1622",1622,0,1468195269,"Tue Apr 07 00:13:59 PDT 2009","NO_QUERY","BennyDunk","@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone ","Jennchambless me neither and nobody is awake NOBODY I'm drunk and alone ","Jennchambless me neither and nobody is awake NOBODY I m drunk and alone "," Jennchambless is awake m drunk alone"
"536",536,0,1467947713,"Mon Apr 06 22:56:56 PDT 2009","NO_QUERY","ScullyorSuz","Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ","Why Kutner I mean I knew something was going to happen to someone but it was so sad I lt3 House and it was well done but I'm still sad ","Why Kutner I mean I knew something was going to happen to someone but it was so sad I lt3 House and it was well done but I m still sad "," Kutner mean knew was going happen was sad lt3 House was well done m still sad"
"1784",1784,0,1468231833,"Tue Apr 07 00:26:24 PDT 2009","NO_QUERY","jaudon","found my Sana...and has realized, that just like a white girl, I eat my problems ","found my Sanaand has realized that just like a white girl I eat my problems ","found my Sanaand has realized that just like a white girl I eat my problems "," found Sanaand has realized just like white girl eat problems"
"4916",4916,0,1468945084,"Tue Apr 07 04:31:36 PDT 2009","NO_QUERY","emileifrem","@mesirii No!  Ad-hoc meeting spontaneously turned into code camp.","mesirii No  Adhoc meeting spontaneously turned into code camp","mesirii No  Adhoc meeting spontaneously turned into code camp"," mesirii No Adhoc meeting turned code camp"
"8468",8468,4,1468380757,"Tue Apr 07 01:19:09 PDT 2009","NO_QUERY","leemz","Anyone up for yogurt Karhi. I'm making one for the very first time ","Anyone up for yogurt Karhi I'm making one for the very first time ","Anyone up for yogurt Karhi I m making one for the very first time "," yogurt Karhi m making very time"
"9236",9236,4,1468488259,"Tue Apr 07 01:58:58 PDT 2009","NO_QUERY","tombot18","@Keris Rubbish - sorry, let me know if I can lend my computer expertise, i'd be happy to help ","Keris Rubbish  sorry let me know if I can lend my computer expertise i'd be happy to help ","Keris Rubbish  sorry let me know if I can lend my computer expertise i d be happy to help "," Keris Rubbish sorry let know lend computer expertise be happy help"
"5279",5279,4,1467864162,"Mon Apr 06 22:33:43 PDT 2009","NO_QUERY","gaytwink","@myk14 Thanks buddy *high fives* hehe ","myk14 Thanks buddy high fives hehe ","myk14 Thanks buddy high fives hehe "," myk14 Thanks buddy high hehe"
"7509",7509,4,1468239637,"Tue Apr 07 00:29:10 PDT 2009","NO_QUERY","Chezchienne","@joshinthecity Well i'll have you know I got one. AND and Iron. AND a heater. WAY DOMESTICATED ","joshinthecity Well i'll have you know I got one AND and Iron AND a heater WAY DOMESTICATED ","joshinthecity Well i ll have you know I got one AND and Iron AND a heater WAY DOMESTICATED "," joshinthecity ll have know got Iron heater WAY DOMESTICATED"
"3806",3806,0,1468680054,"Tue Apr 07 03:07:36 PDT 2009","NO_QUERY","haligonia","@Honey_ It's nasty.   No reports of flooding as yet. Multiple reports of bad hair and wet pants however.","Honey It's nasty   No reports of flooding as yet Multiple reports of bad hair and wet pants however","Honey It s nasty   No reports of flooding as yet Multiple reports of bad hair and wet pants however"," Honey s nasty No reports flooding Multiple reports bad hair wet pants"
"3443",3443,0,1468596885,"Tue Apr 07 02:38:01 PDT 2009","NO_QUERY","iNickyy","got formal invitation. what am i gonna do about my date? i should've said to put &quot;Nick &amp; Guest&quot;. ","got formal invitation what am i gonna do about my date i should've said to put quotNick amp Guestquot ","got formal invitation what am i gonna do about my date i should ve said to put quotNick amp Guestquot "," got formal invitation am gonna do date ve said put quotNick amp Guestquot"
"2507",2507,0,1468390757,"Tue Apr 07 01:22:48 PDT 2009","NO_QUERY","shazzt","@laurenbavin Hey - you didn't tell me you had one of those!!! Jealous ","laurenbavin Hey  you didn't tell me you had one of those Jealous ","laurenbavin Hey  you didn t tell me you had one of those Jealous "," laurenbavin didn tell had Jealous"
"4045",4045,0,1468732806,"Tue Apr 07 03:26:00 PDT 2009","NO_QUERY","Mitchell186","@lucy_moore93 HaHAH lol, ignoring definately does not work.. cause they end up jus pissingannoying u more, well ive found that anyway ","lucymoore93 HaHAH lol ignoring definately does not work cause they end up jus pissingannoying u more well ive found that anyway ","lucymoore93 HaHAH lol ignoring definately does not work cause they end up jus pissingannoying u more well ive found that anyway "," lucymoore93 HaHAH lol ignoring does work cause end jus pissingannoying well ive found"
"7621",7621,4,1468265492,"Tue Apr 07 00:37:58 PDT 2009","NO_QUERY","sian_the_mouse","@makeupbylinvia read your blog, LOVE the pics, i wish i could do that lol ","makeupbylinvia read your blog LOVE the pics i wish i could do that lol ","makeupbylinvia read your blog LOVE the pics i wish i could do that lol "," makeupbylinvia read blog LOVE pics wish do lol"
"1158",1158,0,1468097430,"Mon Apr 06 23:41:58 PDT 2009","NO_QUERY","im_mature","@pealuh I think I need to go to Twitterholics Anonymous...... ","pealuh I think I need to go to Twitterholics Anonymous ","pealuh I think I need to go to Twitterholics Anonymous "," think need go Twitterholics Anonymous"
"3719",3719,0,1468657445,"Tue Apr 07 03:00:03 PDT 2009","NO_QUERY","antonplusfun","Can't sleep  how frustrating!","Can't sleep  how frustrating","Can t sleep  how frustrating"," sleep frustrating"
